query	KEGG
NGEEOFDF_00951	K10000
NGEEOFDF_00952	0
NGEEOFDF_00953	0
NGEEOFDF_00954	0
NGEEOFDF_00955	0
NGEEOFDF_00956	K01447
NGEEOFDF_00957	0
NGEEOFDF_00958	0
NGEEOFDF_00959	K01620
NGEEOFDF_00960	K00156
NGEEOFDF_00961	K11933
NGEEOFDF_00962	K05601
NGEEOFDF_00963	0
NGEEOFDF_00964	K06188
NGEEOFDF_00965	K07459
NGEEOFDF_00966	K09824
NGEEOFDF_00967	K13888
NGEEOFDF_00968	K05685
NGEEOFDF_00969	K03704
NGEEOFDF_00970	K06891
NGEEOFDF_00971	K03694
NGEEOFDF_00973	K02518
NGEEOFDF_00974	K00684
NGEEOFDF_00975	K16012
NGEEOFDF_00976	K16013
NGEEOFDF_00977	K00384
NGEEOFDF_00978	K03719
NGEEOFDF_00979	K03466
NGEEOFDF_00980	K03634
NGEEOFDF_00981	K07478
NGEEOFDF_00982	K01875
NGEEOFDF_00983	K07306
NGEEOFDF_00984	K07307
NGEEOFDF_00985	K07308
NGEEOFDF_00986	0
NGEEOFDF_00987	K08219
NGEEOFDF_00988	0
NGEEOFDF_00989	K04069
NGEEOFDF_00990	K00656
NGEEOFDF_00991	K06212
NGEEOFDF_00992	K09136
NGEEOFDF_00993	0
NGEEOFDF_00994	K00831
NGEEOFDF_00995	K00800
NGEEOFDF_00996	K07387
NGEEOFDF_00997	K00945
NGEEOFDF_00998	K02945
NGEEOFDF_00999	K05788
NGEEOFDF_01000	K02238
NGEEOFDF_01001	K11085
NGEEOFDF_01002	K00912
NGEEOFDF_01003	K09927
NGEEOFDF_01004	K09791
NGEEOFDF_01005	K00979
NGEEOFDF_01006	0
NGEEOFDF_01007	0
NGEEOFDF_01008	K06219
NGEEOFDF_01009	K03633
NGEEOFDF_01010	K03804
NGEEOFDF_01011	K03632
NGEEOFDF_01012	K21470
NGEEOFDF_01013	0
NGEEOFDF_01014	K01069
NGEEOFDF_01015	K00813
NGEEOFDF_01016	K09475
NGEEOFDF_01017	K01893
NGEEOFDF_01018	K00763
NGEEOFDF_01019	K01256
NGEEOFDF_01020	K15555
NGEEOFDF_01021	K02050
NGEEOFDF_01022	K04091
NGEEOFDF_01023	K15553
NGEEOFDF_01024	K00299
NGEEOFDF_01025	0
NGEEOFDF_01026	0
NGEEOFDF_01027	K07347
NGEEOFDF_01028	K07347
NGEEOFDF_01029	0
NGEEOFDF_01030	0
NGEEOFDF_01031	0
NGEEOFDF_01032	0
NGEEOFDF_01033	K00254
NGEEOFDF_01034	K18657
NGEEOFDF_01035	K07140
NGEEOFDF_01036	K12297
NGEEOFDF_01037	K15738
NGEEOFDF_01038	K03808
NGEEOFDF_01039	K06192
NGEEOFDF_01040	K09857
NGEEOFDF_01041	K03812
NGEEOFDF_01042	K01716
NGEEOFDF_01043	K04770
NGEEOFDF_01044	K09911
NGEEOFDF_01045	K03286
NGEEOFDF_01046	K13053
NGEEOFDF_01047	K07343
NGEEOFDF_01048	0
NGEEOFDF_01049	0
NGEEOFDF_01050	K03658
NGEEOFDF_01051	K01734
NGEEOFDF_01052	K09909
NGEEOFDF_01053	K06929
NGEEOFDF_01054	K11940
NGEEOFDF_01055	K06969
NGEEOFDF_01056	K01512
NGEEOFDF_01057	K11179
NGEEOFDF_01058	K19416
NGEEOFDF_01059	0
NGEEOFDF_01060	0
NGEEOFDF_01061	K10906
NGEEOFDF_01062	0
NGEEOFDF_01063	K22304
NGEEOFDF_01065	0
NGEEOFDF_01066	0
NGEEOFDF_01067	0
NGEEOFDF_01068	0
NGEEOFDF_01069	K03427
NGEEOFDF_01070	0
NGEEOFDF_01071	0
NGEEOFDF_01073	0
NGEEOFDF_01074	K02315
NGEEOFDF_01075	0
NGEEOFDF_01076	0
NGEEOFDF_01077	K07017
NGEEOFDF_01079	0
NGEEOFDF_01080	0
NGEEOFDF_01081	K01160
NGEEOFDF_01082	0
NGEEOFDF_01083	K07052
NGEEOFDF_01084	0
NGEEOFDF_01086	K03755
NGEEOFDF_01090	K07497
NGEEOFDF_01091	K07483
NGEEOFDF_01092	K07497
NGEEOFDF_01093	0
NGEEOFDF_01094	K14744
NGEEOFDF_01096	K01185
NGEEOFDF_01098	0
NGEEOFDF_01099	K22014
NGEEOFDF_01100	K07483
NGEEOFDF_01101	K07484
NGEEOFDF_01102	K07484
NGEEOFDF_01104	K21512
NGEEOFDF_01105	0
NGEEOFDF_01106	0
NGEEOFDF_01107	K21511
NGEEOFDF_01108	0
NGEEOFDF_01109	0
NGEEOFDF_01110	0
NGEEOFDF_01111	0
NGEEOFDF_01112	0
NGEEOFDF_01113	0
NGEEOFDF_01114	0
NGEEOFDF_01115	0
NGEEOFDF_01116	0
NGEEOFDF_01117	0
NGEEOFDF_01118	K04565
NGEEOFDF_01119	0
NGEEOFDF_01120	K07804
NGEEOFDF_01121	0
NGEEOFDF_01122	0
NGEEOFDF_01123	0
NGEEOFDF_01124	0
NGEEOFDF_01126	K06282
NGEEOFDF_01127	K05922
NGEEOFDF_01128	K03620
NGEEOFDF_01129	K03605
NGEEOFDF_01130	K03619
NGEEOFDF_01131	K03618
NGEEOFDF_01132	K00425
NGEEOFDF_01133	K00426
NGEEOFDF_01134	K01085
NGEEOFDF_01135	K16692
NGEEOFDF_01136	K01104
NGEEOFDF_01137	K01991
NGEEOFDF_01138	0
NGEEOFDF_01139	0
NGEEOFDF_01140	0
NGEEOFDF_01141	0
NGEEOFDF_01142	K03704
NGEEOFDF_01143	K19339
NGEEOFDF_01144	K07647
NGEEOFDF_01145	K11930
NGEEOFDF_01146	K02483
NGEEOFDF_01147	K03532
NGEEOFDF_01148	K07306
NGEEOFDF_01149	K03533
NGEEOFDF_01150	K18997
NGEEOFDF_01151	K05516
NGEEOFDF_01152	0
NGEEOFDF_01153	0
NGEEOFDF_01154	K01085
NGEEOFDF_01155	0
NGEEOFDF_01156	K03809
NGEEOFDF_01157	K14059
NGEEOFDF_01158	0
NGEEOFDF_01159	0
NGEEOFDF_01160	0
NGEEOFDF_01161	0
NGEEOFDF_01162	0
NGEEOFDF_01163	0
NGEEOFDF_01164	0
NGEEOFDF_01165	0
NGEEOFDF_01166	0
NGEEOFDF_01167	0
NGEEOFDF_01168	0
NGEEOFDF_01169	0
NGEEOFDF_01170	0
NGEEOFDF_01171	0
NGEEOFDF_01172	0
NGEEOFDF_01173	0
NGEEOFDF_01174	0
NGEEOFDF_01175	0
NGEEOFDF_01176	0
NGEEOFDF_01177	0
NGEEOFDF_01179	0
NGEEOFDF_01180	0
NGEEOFDF_01181	K07729
NGEEOFDF_01182	0
NGEEOFDF_01183	0
NGEEOFDF_01184	0
NGEEOFDF_01185	0
NGEEOFDF_01186	0
NGEEOFDF_01187	0
NGEEOFDF_01188	0
NGEEOFDF_01189	0
NGEEOFDF_01190	0
NGEEOFDF_01191	0
NGEEOFDF_01192	0
NGEEOFDF_01193	0
NGEEOFDF_01194	0
NGEEOFDF_01195	0
NGEEOFDF_01196	0
NGEEOFDF_01200	0
NGEEOFDF_01201	0
NGEEOFDF_01202	K07497
NGEEOFDF_01203	K07497
NGEEOFDF_01204	K07483
NGEEOFDF_01205	K07497
NGEEOFDF_01206	0
NGEEOFDF_01207	0
NGEEOFDF_01208	0
NGEEOFDF_01209	K01185
NGEEOFDF_01210	0
NGEEOFDF_01212	K14744
NGEEOFDF_01213	0
NGEEOFDF_01214	0
NGEEOFDF_01215	0
NGEEOFDF_01216	0
NGEEOFDF_01217	0
NGEEOFDF_01218	0
NGEEOFDF_01219	0
NGEEOFDF_01220	0
NGEEOFDF_01221	0
NGEEOFDF_01222	0
NGEEOFDF_01223	0
NGEEOFDF_01224	0
NGEEOFDF_01225	0
NGEEOFDF_01226	0
NGEEOFDF_01227	0
NGEEOFDF_01228	0
NGEEOFDF_01229	0
NGEEOFDF_01230	0
NGEEOFDF_01231	0
NGEEOFDF_01232	K18920
NGEEOFDF_01233	0
NGEEOFDF_01234	0
NGEEOFDF_01235	0
NGEEOFDF_01236	0
NGEEOFDF_01237	0
NGEEOFDF_01238	0
NGEEOFDF_01240	0
NGEEOFDF_01241	0
NGEEOFDF_01242	0
NGEEOFDF_01243	0
NGEEOFDF_01244	0
NGEEOFDF_01245	0
NGEEOFDF_01246	0
NGEEOFDF_01247	0
NGEEOFDF_01248	K06884
NGEEOFDF_01249	K02824
NGEEOFDF_01250	K09024
NGEEOFDF_01251	K09019
NGEEOFDF_01252	K09023
NGEEOFDF_01253	K09021
NGEEOFDF_01254	K09020
NGEEOFDF_01255	K09018
NGEEOFDF_01256	K09017
NGEEOFDF_01257	K13821
NGEEOFDF_01259	K11928
NGEEOFDF_01260	0
NGEEOFDF_01262	K07243
NGEEOFDF_01263	K07224
NGEEOFDF_01264	K16301
NGEEOFDF_01265	K06217
NGEEOFDF_01266	K11937
NGEEOFDF_01267	K11936
NGEEOFDF_01268	K11931
NGEEOFDF_01269	K11935
NGEEOFDF_01270	0
NGEEOFDF_01271	0
NGEEOFDF_01272	0
NGEEOFDF_01273	0
NGEEOFDF_01274	0
NGEEOFDF_01275	0
NGEEOFDF_01276	0
NGEEOFDF_01277	K07347
NGEEOFDF_01278	K15540
NGEEOFDF_01279	K07345
NGEEOFDF_01282	0
NGEEOFDF_01283	0
NGEEOFDF_01284	K00997
NGEEOFDF_01285	K00059
NGEEOFDF_01286	K02372
NGEEOFDF_01287	K02078
NGEEOFDF_01288	K00605
NGEEOFDF_01289	0
NGEEOFDF_01290	0
NGEEOFDF_01291	0
NGEEOFDF_01292	K02003
NGEEOFDF_01293	0
NGEEOFDF_01294	K02004
NGEEOFDF_01295	0
NGEEOFDF_01296	0
NGEEOFDF_01297	0
NGEEOFDF_01298	0
NGEEOFDF_01299	0
NGEEOFDF_01300	0
NGEEOFDF_01301	0
NGEEOFDF_01302	0
NGEEOFDF_01303	K19789
NGEEOFDF_01304	0
NGEEOFDF_01305	K07484
NGEEOFDF_01306	K07484
NGEEOFDF_01307	K07483
NGEEOFDF_01308	K07482
NGEEOFDF_01309	K07497
NGEEOFDF_01310	0
NGEEOFDF_01311	0
NGEEOFDF_01312	0
NGEEOFDF_01313	K00901
NGEEOFDF_01314	K03760
NGEEOFDF_01316	K03190
NGEEOFDF_01317	K01430
NGEEOFDF_01318	K01429
NGEEOFDF_01319	K01428
NGEEOFDF_01320	K03187
NGEEOFDF_01321	K03188
NGEEOFDF_01322	K03189
NGEEOFDF_01323	K07483
NGEEOFDF_01324	0
NGEEOFDF_01325	K02909
NGEEOFDF_01326	K18920
NGEEOFDF_01328	K07484
NGEEOFDF_01329	K07483
NGEEOFDF_01330	K07484
NGEEOFDF_01331	K07484
NGEEOFDF_01332	K07484
NGEEOFDF_01333	K07484
NGEEOFDF_01334	0
NGEEOFDF_01335	0
NGEEOFDF_01336	0
NGEEOFDF_01337	0
NGEEOFDF_01338	0
NGEEOFDF_01339	0
NGEEOFDF_01340	0
NGEEOFDF_01341	0
NGEEOFDF_01342	K05791
NGEEOFDF_01343	K05792
NGEEOFDF_01344	K05793
NGEEOFDF_01345	K05794
NGEEOFDF_01346	K05795
NGEEOFDF_01347	K05795
NGEEOFDF_01348	0
NGEEOFDF_01349	K16089
NGEEOFDF_01350	0
NGEEOFDF_01351	K07497
NGEEOFDF_01352	0
NGEEOFDF_01354	0
NGEEOFDF_01355	0
NGEEOFDF_01356	0
NGEEOFDF_01357	0
NGEEOFDF_01358	0
NGEEOFDF_01359	0
NGEEOFDF_01360	0
NGEEOFDF_01361	0
NGEEOFDF_01362	0
NGEEOFDF_01363	K07497
NGEEOFDF_01364	K07483
NGEEOFDF_01365	0
NGEEOFDF_01366	0
NGEEOFDF_01367	0
NGEEOFDF_01368	0
NGEEOFDF_01369	0
NGEEOFDF_01370	0
NGEEOFDF_01371	K07497
NGEEOFDF_01372	K07497
NGEEOFDF_01373	K07483
NGEEOFDF_01374	K07484
NGEEOFDF_01376	K06946
NGEEOFDF_01377	K12687
NGEEOFDF_01378	0
NGEEOFDF_01379	0
NGEEOFDF_01380	K07001
NGEEOFDF_01381	0
NGEEOFDF_01382	0
NGEEOFDF_01383	K03630
NGEEOFDF_01384	0
NGEEOFDF_01385	0
NGEEOFDF_01386	K18838
NGEEOFDF_01387	K18837
NGEEOFDF_01388	0
NGEEOFDF_01389	0
NGEEOFDF_01390	0
NGEEOFDF_01392	K12972
NGEEOFDF_01393	K04477
NGEEOFDF_01394	0
NGEEOFDF_01395	0
NGEEOFDF_01396	K06214
NGEEOFDF_01397	K04338
NGEEOFDF_01398	K04337
NGEEOFDF_01399	K04333
NGEEOFDF_01400	K04335
NGEEOFDF_01401	K04334
NGEEOFDF_01402	K04336
NGEEOFDF_01403	0
NGEEOFDF_01404	0
NGEEOFDF_01405	K06132
NGEEOFDF_01406	K11941
NGEEOFDF_01407	K03670
NGEEOFDF_01408	K03669
NGEEOFDF_01409	0
NGEEOFDF_01410	K12147
NGEEOFDF_01411	K08161
NGEEOFDF_01412	K02517
NGEEOFDF_01413	K07146
NGEEOFDF_01414	0
NGEEOFDF_01415	K12262
NGEEOFDF_01416	0
NGEEOFDF_01417	K02846
NGEEOFDF_01418	K12148
NGEEOFDF_01419	K12149
NGEEOFDF_01420	K01465
NGEEOFDF_01421	0
NGEEOFDF_01422	K03675
NGEEOFDF_01423	K08162
NGEEOFDF_01424	K03790
NGEEOFDF_01425	K09915
NGEEOFDF_01426	K03810
NGEEOFDF_01427	K03980
NGEEOFDF_01428	K02399
NGEEOFDF_01429	K02398
NGEEOFDF_01430	K02386
NGEEOFDF_01431	K02387
NGEEOFDF_01432	K02388
NGEEOFDF_01433	K02389
NGEEOFDF_01434	K02390
NGEEOFDF_01435	K02391
NGEEOFDF_01436	K02392
NGEEOFDF_01437	K02393
NGEEOFDF_01438	K02394
NGEEOFDF_01439	K02395
NGEEOFDF_01440	K02396
NGEEOFDF_01441	K02397
NGEEOFDF_01442	K08300
NGEEOFDF_01443	K06179
NGEEOFDF_01444	K06287
NGEEOFDF_01445	K07040
NGEEOFDF_01446	K02911
NGEEOFDF_01447	K03621
NGEEOFDF_01448	K00648
NGEEOFDF_01449	K00645
NGEEOFDF_01450	K00059
NGEEOFDF_01451	K02078
NGEEOFDF_01452	K09458
NGEEOFDF_01453	K02619
NGEEOFDF_01454	K07082
NGEEOFDF_01455	K00943
NGEEOFDF_01456	K02341
NGEEOFDF_01457	K03424
NGEEOFDF_01458	K02778
NGEEOFDF_01459	K16088
NGEEOFDF_01460	K02503
NGEEOFDF_01461	0
NGEEOFDF_01462	K07337
NGEEOFDF_01463	K07251
NGEEOFDF_01464	K01207
NGEEOFDF_01465	K07000
NGEEOFDF_01466	K03885
NGEEOFDF_01467	0
NGEEOFDF_01468	K22041
NGEEOFDF_01469	K12151
NGEEOFDF_01470	K16291
NGEEOFDF_01471	K03723
NGEEOFDF_01472	0
NGEEOFDF_01473	K09808
NGEEOFDF_01474	K09810
NGEEOFDF_01475	K09808
NGEEOFDF_01476	K00845
NGEEOFDF_01477	K12410
NGEEOFDF_01478	K11069
NGEEOFDF_01479	K11070
NGEEOFDF_01480	0
NGEEOFDF_01481	0
NGEEOFDF_01482	K10906
NGEEOFDF_01483	0
NGEEOFDF_01484	0
NGEEOFDF_01485	0
NGEEOFDF_01486	0
NGEEOFDF_01487	0
NGEEOFDF_01488	0
NGEEOFDF_01489	0
NGEEOFDF_01490	0
NGEEOFDF_01491	0
NGEEOFDF_01492	0
NGEEOFDF_01493	0
NGEEOFDF_01494	0
NGEEOFDF_01495	0
NGEEOFDF_01496	0
NGEEOFDF_01497	0
NGEEOFDF_01499	0
NGEEOFDF_01500	0
NGEEOFDF_01501	K01160
NGEEOFDF_01502	0
NGEEOFDF_01503	K05793
NGEEOFDF_01504	0
NGEEOFDF_01505	K07497
NGEEOFDF_01506	0
NGEEOFDF_01507	0
NGEEOFDF_01508	0
NGEEOFDF_01509	0
NGEEOFDF_01510	K01185
NGEEOFDF_01511	0
NGEEOFDF_01513	K14744
NGEEOFDF_01517	K07451
NGEEOFDF_01518	K07474
NGEEOFDF_01519	0
NGEEOFDF_01520	0
NGEEOFDF_01521	0
NGEEOFDF_01522	0
NGEEOFDF_01523	0
NGEEOFDF_01524	0
NGEEOFDF_01525	0
NGEEOFDF_01526	0
NGEEOFDF_01527	0
NGEEOFDF_01528	0
NGEEOFDF_01529	0
NGEEOFDF_01530	0
NGEEOFDF_01531	0
NGEEOFDF_01532	0
NGEEOFDF_01533	0
NGEEOFDF_01534	0
NGEEOFDF_01535	0
NGEEOFDF_01537	0
NGEEOFDF_01538	0
NGEEOFDF_01539	0
NGEEOFDF_01540	K07497
NGEEOFDF_01541	K07483
NGEEOFDF_01542	K07493
NGEEOFDF_01544	0
NGEEOFDF_01545	K11071
NGEEOFDF_01546	K02052
NGEEOFDF_01547	K01258
NGEEOFDF_01548	K18850
NGEEOFDF_01549	0
NGEEOFDF_01550	0
NGEEOFDF_01551	0
NGEEOFDF_01553	0
NGEEOFDF_01555	0
NGEEOFDF_01556	K06919
NGEEOFDF_01557	0
NGEEOFDF_01558	K03111
NGEEOFDF_01559	0
NGEEOFDF_01560	0
NGEEOFDF_01561	0
NGEEOFDF_01562	K06904
NGEEOFDF_01563	0
NGEEOFDF_01564	0
NGEEOFDF_01565	0
NGEEOFDF_01566	K07451
NGEEOFDF_01567	0
NGEEOFDF_01568	0
NGEEOFDF_01569	0
NGEEOFDF_01570	K07637
NGEEOFDF_01571	K07660
NGEEOFDF_01572	K01756
NGEEOFDF_01573	K07153
NGEEOFDF_01574	K00566
NGEEOFDF_01575	K03574
NGEEOFDF_01576	K06181
NGEEOFDF_01577	K00031
NGEEOFDF_01578	K21039
NGEEOFDF_01579	0
NGEEOFDF_01580	0
NGEEOFDF_01581	0
NGEEOFDF_01582	0
NGEEOFDF_01583	K03297
NGEEOFDF_01584	0
NGEEOFDF_01585	0
NGEEOFDF_01586	0
NGEEOFDF_01587	0
NGEEOFDF_01588	K01160
NGEEOFDF_01589	0
NGEEOFDF_01590	0
NGEEOFDF_01591	0
NGEEOFDF_01592	K01185
NGEEOFDF_01593	K14744
NGEEOFDF_01594	0
NGEEOFDF_01595	0
NGEEOFDF_01597	K22014
NGEEOFDF_01598	K21512
NGEEOFDF_01599	0
NGEEOFDF_01600	0
NGEEOFDF_01601	K21511
NGEEOFDF_01602	0
NGEEOFDF_01603	0
NGEEOFDF_01604	0
NGEEOFDF_01605	0
NGEEOFDF_01606	0
NGEEOFDF_01607	0
NGEEOFDF_01608	0
NGEEOFDF_01609	0
NGEEOFDF_01610	0
NGEEOFDF_01611	0
NGEEOFDF_01612	0
NGEEOFDF_01613	0
NGEEOFDF_01614	0
NGEEOFDF_01615	0
NGEEOFDF_01616	0
NGEEOFDF_01617	K07804
NGEEOFDF_01618	0
NGEEOFDF_01619	0
NGEEOFDF_01620	K07217
NGEEOFDF_01621	0
NGEEOFDF_01622	0
NGEEOFDF_01623	K06884
NGEEOFDF_01624	0
NGEEOFDF_01625	0
NGEEOFDF_01626	K07483
NGEEOFDF_01627	K07484
NGEEOFDF_01628	K07484
NGEEOFDF_01629	0
NGEEOFDF_01630	K01355
NGEEOFDF_01631	0
NGEEOFDF_01632	K07483
NGEEOFDF_01633	K07497
NGEEOFDF_01634	0
NGEEOFDF_01635	K03608
NGEEOFDF_01636	K03609
NGEEOFDF_01637	K03610
NGEEOFDF_01638	0
NGEEOFDF_01639	0
NGEEOFDF_01641	K09902
NGEEOFDF_01642	0
NGEEOFDF_01643	K09160
NGEEOFDF_01644	K11139
NGEEOFDF_01645	K03503
NGEEOFDF_01646	K03502
NGEEOFDF_01647	K03611
NGEEOFDF_01648	K03314
NGEEOFDF_01649	K03603
NGEEOFDF_01650	K06415
NGEEOFDF_01651	K00285
NGEEOFDF_01652	K01775
NGEEOFDF_01653	K11105
NGEEOFDF_01654	K01297
NGEEOFDF_01655	K08308
NGEEOFDF_01656	K07497
NGEEOFDF_01657	K07483
NGEEOFDF_01658	K21087
NGEEOFDF_01659	0
NGEEOFDF_01660	K02014
NGEEOFDF_01661	K03813
NGEEOFDF_01662	0
NGEEOFDF_01663	K02013
NGEEOFDF_01664	K02015
NGEEOFDF_01665	K02016
NGEEOFDF_01667	K01194
NGEEOFDF_01668	K05881
NGEEOFDF_01669	K05879
NGEEOFDF_01670	K05878
NGEEOFDF_01671	0
NGEEOFDF_01672	K06942
NGEEOFDF_01673	K01056
NGEEOFDF_01674	0
NGEEOFDF_01675	K03321
NGEEOFDF_01676	K00948
NGEEOFDF_01677	K00919
NGEEOFDF_01678	K02494
NGEEOFDF_01679	K02492
NGEEOFDF_01680	K02835
NGEEOFDF_01681	K02493
NGEEOFDF_01682	0
NGEEOFDF_01683	0
NGEEOFDF_01684	K01627
NGEEOFDF_01685	K18862
NGEEOFDF_01686	K18862
NGEEOFDF_01687	K07300
NGEEOFDF_01688	K06197
NGEEOFDF_01689	K07232
NGEEOFDF_01690	K06039
NGEEOFDF_01691	K13735
NGEEOFDF_01692	K07684
NGEEOFDF_01693	K07673
NGEEOFDF_01695	K02575
NGEEOFDF_01696	K00370
NGEEOFDF_01697	K00371
NGEEOFDF_01698	K00373
NGEEOFDF_01699	K00374
NGEEOFDF_01702	K01433
NGEEOFDF_01703	K09858
NGEEOFDF_01704	K07001
NGEEOFDF_01705	K02485
NGEEOFDF_01706	K00963
NGEEOFDF_01707	K03746
NGEEOFDF_01708	K00857
NGEEOFDF_01709	K04072
NGEEOFDF_01710	K05595
NGEEOFDF_01713	K15580
NGEEOFDF_01714	K15581
NGEEOFDF_01715	K15582
NGEEOFDF_01716	K02031
NGEEOFDF_01717	K10823
NGEEOFDF_01718	K09901
NGEEOFDF_01719	K06131
NGEEOFDF_01720	K10716
NGEEOFDF_01721	K05527
NGEEOFDF_01722	K03832
NGEEOFDF_01723	K10806
NGEEOFDF_01724	K06190
NGEEOFDF_01725	0
NGEEOFDF_01726	K07275
NGEEOFDF_01727	K21039
NGEEOFDF_01728	K10906
NGEEOFDF_01729	0
NGEEOFDF_01730	K22304
NGEEOFDF_01731	0
NGEEOFDF_01732	0
NGEEOFDF_01733	0
NGEEOFDF_01735	K22300
NGEEOFDF_01736	K22302
NGEEOFDF_01737	0
NGEEOFDF_01738	0
NGEEOFDF_01739	0
NGEEOFDF_01740	0
NGEEOFDF_01742	K10938
NGEEOFDF_01743	K18919
NGEEOFDF_01744	0
NGEEOFDF_01745	0
NGEEOFDF_01746	0
NGEEOFDF_01747	K01160
NGEEOFDF_01748	0
NGEEOFDF_01749	0
NGEEOFDF_01750	K07319
NGEEOFDF_01753	K07497
NGEEOFDF_01754	0
NGEEOFDF_01755	0
NGEEOFDF_01756	K01185
NGEEOFDF_01757	0
NGEEOFDF_01759	K14744
NGEEOFDF_01760	0
NGEEOFDF_01761	K07451
NGEEOFDF_01762	K07474
NGEEOFDF_01763	0
NGEEOFDF_01764	0
NGEEOFDF_01765	0
NGEEOFDF_01766	0
NGEEOFDF_01767	0
NGEEOFDF_01768	0
NGEEOFDF_01769	0
NGEEOFDF_01770	0
NGEEOFDF_01771	0
NGEEOFDF_01772	0
NGEEOFDF_01773	0
NGEEOFDF_01774	0
NGEEOFDF_01775	0
NGEEOFDF_01776	0
NGEEOFDF_01777	0
NGEEOFDF_01778	K07804
NGEEOFDF_01779	0
NGEEOFDF_01780	0
NGEEOFDF_01781	0
NGEEOFDF_01782	K16041
NGEEOFDF_01783	K21039
NGEEOFDF_01784	K16042
NGEEOFDF_01785	0
NGEEOFDF_01786	K07493
NGEEOFDF_01787	K07493
NGEEOFDF_01788	K07484
NGEEOFDF_01789	K07484
NGEEOFDF_01790	K07483
NGEEOFDF_01792	0
NGEEOFDF_01793	K13743
NGEEOFDF_01794	0
NGEEOFDF_01795	0
NGEEOFDF_01796	0
NGEEOFDF_01797	K06884
NGEEOFDF_01798	K01695
NGEEOFDF_01799	K01696
NGEEOFDF_01800	K13498
NGEEOFDF_01801	K00766
NGEEOFDF_01802	K01657
NGEEOFDF_01803	K07053
NGEEOFDF_01804	0
NGEEOFDF_01805	0
NGEEOFDF_01806	K06178
NGEEOFDF_01807	K19221
NGEEOFDF_01808	0
NGEEOFDF_01809	K04774
NGEEOFDF_01810	0
NGEEOFDF_01811	K03168
NGEEOFDF_01812	K13634
NGEEOFDF_01813	0
NGEEOFDF_01814	0
NGEEOFDF_01815	K01681
NGEEOFDF_01816	K01497
NGEEOFDF_01817	K01096
NGEEOFDF_01818	K08992
NGEEOFDF_01819	K19804
NGEEOFDF_01820	K01591
NGEEOFDF_01821	K03113
NGEEOFDF_01822	K04062
NGEEOFDF_01823	0
NGEEOFDF_01824	0
NGEEOFDF_01825	K14051
NGEEOFDF_01826	K01147
NGEEOFDF_01827	0
NGEEOFDF_01828	K00208
NGEEOFDF_01829	0
NGEEOFDF_01830	K03585
NGEEOFDF_01831	K18138
NGEEOFDF_01832	K18139
NGEEOFDF_01833	K07552
NGEEOFDF_01834	K02031
NGEEOFDF_01835	K02031
NGEEOFDF_01836	K19228
NGEEOFDF_01837	K19227
NGEEOFDF_01838	K19226
NGEEOFDF_01839	0
NGEEOFDF_01840	K14052
NGEEOFDF_01841	K01915
NGEEOFDF_01842	K07010
NGEEOFDF_01843	K14056
NGEEOFDF_01844	K00128
NGEEOFDF_01845	K09471
NGEEOFDF_01846	K00823
NGEEOFDF_01847	K03974
NGEEOFDF_01848	K03969
NGEEOFDF_01849	K03970
NGEEOFDF_01850	K03973
NGEEOFDF_01851	K03971
NGEEOFDF_01852	K03972
NGEEOFDF_01853	K00690
NGEEOFDF_01854	K00690
NGEEOFDF_01855	K02027
NGEEOFDF_01856	K02027
NGEEOFDF_01857	K02025
NGEEOFDF_01858	K02026
NGEEOFDF_01859	0
NGEEOFDF_01860	K18910
NGEEOFDF_01861	0
NGEEOFDF_01862	K01194
NGEEOFDF_01863	K01838
NGEEOFDF_01864	K10112
NGEEOFDF_01865	K14053
NGEEOFDF_01866	0
NGEEOFDF_01867	K06918
NGEEOFDF_01868	K08990
NGEEOFDF_01869	K03721
NGEEOFDF_01870	K11065
NGEEOFDF_01871	K01856
NGEEOFDF_01872	K14054
NGEEOFDF_01873	0
NGEEOFDF_01874	K06889
NGEEOFDF_01875	K06889
NGEEOFDF_01876	K06889
NGEEOFDF_01877	0
NGEEOFDF_01878	K15580
NGEEOFDF_01879	K16052
NGEEOFDF_01880	0
NGEEOFDF_01881	K14055
NGEEOFDF_01882	K01420
NGEEOFDF_01883	K00567
NGEEOFDF_01884	K12942
NGEEOFDF_01885	K07497
NGEEOFDF_01886	K07483
NGEEOFDF_01887	K12942
NGEEOFDF_01888	K12941
NGEEOFDF_01889	K12940
NGEEOFDF_01890	K14057
NGEEOFDF_01891	0
NGEEOFDF_01892	K19707
NGEEOFDF_01893	K16074
NGEEOFDF_01895	K05591
NGEEOFDF_01896	K14058
NGEEOFDF_01897	K14059
NGEEOFDF_01898	0
NGEEOFDF_01899	K19780
NGEEOFDF_01900	K07455
NGEEOFDF_01901	K10906
NGEEOFDF_01902	0
NGEEOFDF_01903	0
NGEEOFDF_01904	0
NGEEOFDF_01906	0
NGEEOFDF_01907	0
NGEEOFDF_01908	K01356
NGEEOFDF_01909	0
NGEEOFDF_01910	0
NGEEOFDF_01911	0
NGEEOFDF_01912	K02315
NGEEOFDF_01913	0
NGEEOFDF_01914	0
NGEEOFDF_01916	0
NGEEOFDF_01917	0
NGEEOFDF_01918	K00558
NGEEOFDF_01919	0
NGEEOFDF_01920	0
NGEEOFDF_01921	0
NGEEOFDF_01922	0
NGEEOFDF_01923	0
NGEEOFDF_01926	K05793
NGEEOFDF_01928	K07497
NGEEOFDF_01929	0
NGEEOFDF_01930	0
